COUNTRY,DATE,AUTHOR,PLATFORM,matched_keyword,TITLE,TEXT,post_reco,comment_text,comment_up,__source_file,judgment,evidence_source
KOREA,2022-11-09,깡다구야구,MLBPark,설거지,음식 간만에 라면,"설거지 귀찮아서 냄비채로
추천
0
공유",0,김치가 아니라서 빠꾸,0,MLB_전체_KW1.csv,no,text
KOREA,2025-05-28,Unknown,FMkorea,설거지,거지,설거지 끗,19,"알마다
지금 안해놓으면 내일 아침 밥먹을 그릇이 없어유 ㅠㅠ",1,FM자유_kw1.csv,no,comment
KOREA,2025-02-20,흡혈돼지,MLBPark,설거지,일상 알바시절 술집에 케이크가져와서 생파하던 손님들 진짜 싫었었네요,"‌4-5명 몰려와서 생일파티한다고 케잌꺼낸 후
앞접시도 인당 하나씩 따로 요구.
알바였던 내 입장에선 기름,크림 묻어서 식기 설거지 개빡세고
당시 사장님 말로는 승인하면 외부안주 허용이되고
거부하면 생일축하도 막는 냉혈한이 된다고..
그때 느낀게 생각보다 케이크 들고와선 생일파티하는걸
따뜻한 온정으로 이해바라는 손님이 많더군요
추천
1
공유",1,삭제된 댓글입니다,0,MLB_전체_KW1.csv,no,text
KOREA,2022-11-20,anonymouse,MLBPark,설거지,질문 식기세척기 2시간 동안 하는거 맞나요??,"오늘 식기세척기 처음 써보는 중인데
저녁먹고 그릇 몇개 시험삼아 넣고 작동 버튼 눌렀는데
2시간 뜨네요??
설거지 2시간 동안 하는거 맞나요?
추천
0
공유",0,건조 빼셔도 됩니다.,0,MLB_전체_KW1.csv,no,title
KOREA,2021-12-04,hobin,MLBPark,설거지,음식 간짜장은 왜 소스가 따로나와요?,"어차피 다 집어넣던데 설거지 나오게 왜 굳이 그릇이 나뉘어서 나올까요
추천
1
공유",1,하록선정// 그뜻아닙니다 마를건써서 건짜장이 원래 원조표기인데 점점 간짜장으로 부르는겁니다,0,MLB_전체_KW1.csv,no,text
KOREA,2024-05-21,김윤식,MLBPark,설거지,뻘글 이런 걸로 사람 걸러본 적 있으면 이상한가요?,"같이 밥 먹으러 식당 갔는데 빈 앞접시에서 고춧가루가 나왔고 말하니 바로 바꿔줬어요. 밥 먹고 나와서 카카오맵 리뷰 쓰더라고요.
그거 보고 아무 생각 없이 집 오다가 뭐라 썼나 궁금해서 가게 평점 들어가봤는데 별점 하나에 설거지 대충함. 다신 안 감. 이라고 써놨더라고요.
평가한 곳 100개 넘고 평균 별점 1.7점.
뭐 식당이니 편의점이니 보건소니 헬스장이니 가릴 거 없이 더러움, 냄새남, 불친절, 시끄러움 이런 거 써놨고요ㅋㅋㅋ
그냥 묘하게 기분이 나빠서 걸렀는데 이상해보이나요?
추천
0
공유",0,음침한 인간이네요  안 풀리면 묻지마 범죄 일으킬듯,0,MLB_전체_KW1.csv,no,text
KOREA,2025-03-01,물티슈2023,MLBPark,설거지,사회 빚 때문에 극단적 선택 할 필요가 없는 이유..,"모라토리움 선언하면 됩니다, 배째라
(20대 30대)MZ 여러분들 곰곰이 생각하여 보면 빚 못갚을 때 고통 받는 것은 채무자가 아니라 은행 등 채권자입니다
자본주의 사회 법이 발달해서 개인회생을 선택하여 빚을 일부 탕감 받고 원금 일정액 성실히 갚는 방식으로 빚의 굴레에서 몇년 후에 벗어날 수도 있고 정 안되겠으면 파산하면 됩니다
제가 반백인생 살아보니 가수 이상민처럼 버티는 방식이 극단적 선택 보다 100 배는 낫다고 생각합니다
월세도 1번 못낼 때가 가장 스트레스 받고 월세 미납 2~3회 누적되면 고통받는 것은 집주인이고 월세 미납 생길 것 등 다 예상하여 보증금 500만원이든 1000만원이든 방 계약 때 지불하는 것입니다, 집주인이 방 빼라고 명도소송 하게 놔두고 6개월 정도 법적 결과 나올 때까지 마음 편히 살면서 쿠팡 물류 알바든 당근앱 일당 설거지 알바든 뛰면 살 길 생길 거라 믿습니다, 집 좇겨나면 고시원 들어가도 되고 찜질방 장기 투숙도 생각 보다 인간미 넘치는 일들 많고 재밌습니다
추천
0
공유",0,삭제된 댓글입니다,0,MLB_전체_KW1.csv,no,text
KOREA,2021-04-04,ㅇㅇ (1.177),DCinside,설거지,공용 화장실 비누가 의외로 깨끗하다더라,남들 쓰니깐 오염 됏다는 이미지 잇는데 비누 거품 때문에 균 없대 딴 예로 설거지하고 수세미 헹구지 말라더라 거품 놔두면 살균 효과가 잇대,0,시발년아 삼투압 해봐 삼투압,0,DC_new10_kw1.csv,no,text
KOREA,2024-10-28,엽경염,MLBPark,설거지,고민상담 부모님이 한심해보입니다.,"안녕하세요, 30대 불페너입니다.
반복되는 부모님의 갈등을 보면서 한심하다는 생각이 듭니다. 누워서 침뱉기인 줄 알지만 답답해서 글 남겨봅니다.
1. 아버지는 자영업, 어머니는 가정주부였습니다. 그러나 아버지의 일거리가 현저히 줄면서 약 20년 전부터는 아버지가 살림, 어머니가 자영업을 하고 있습니다.
2. 최근 몇 년간 부모님의 갈등이 잦습니다. 보통은 어머니가 퇴근하거나, 출근하지 않는 날 제가 보기엔 사소한 것으로 다툽니다. (예를 들면, 집안 청소 상태가 마음에 안든다던지, 설거지 후 싱크대에 물기가 남아있다던지, 집안 물건 비치 위치가 어머니 마음에 안든다던지)
3. 아버지는 2.같은 상황들을 답답해하고, 특히 본인이 살림을 주로  하기 때문에 물건 위치 바꾸는건 하지 말라고도 하나, 바뀌는 건 없습니다. (어머니가 주로 후라이팬, 냄비 등 가재도구의 위치를 임의로 바꿔놓고 가고, 왜 그러느냐고 물어보면 그게 맞는 자리랍니다.)
4. 어제는 아버지가 과자를 드시고 식탁에 빈 봉투를 두었다는 이유로 어머니가 화를 내며 갈등이 시작됐습니다.
5. 어머니는 아버지에게 노후 준비를 하려면 10년 이상 일해야 하는데, 언제까지 일 안하고 빨대 꽂고 살거냐며, 나가서 대리운전이나 버스기사라도 하던지 아니면 죽으라고 말했습니다. 동생이 6년 넘게 취준 중인 것도 아버지 탓이고, 아버지가 일할때도 쥐꼬리만한 월급으로 생활하느라 힘들었다면서요.
6. 전에도 아버지는 현재 새로운 일을 해야 하지 않겠냐고 하면, 능력이 없다, 나이가 차서 할 수 있는 일이 없다고만 하니 의지가 없어보여 답답하기도 합니다.
7. 저도 노후 준비가 필요하다는 말엔 공감했고, 두분이 상의할 일이라고 생각했지만 말이 지나쳐 제가 제지를 하면서 어머니에게 언성을 높이고 상황은 끝났습니다.
7.  저도 언성 높인것은 백번 잘못한 일이라 생각은 듭니다. 아버지의 태도도 답답하고, 가족 구성원을 존중하지 않는 어머니의 언행이 반복되는 게 보기 싫고 스트레스가 됩니다.
결론: 같은 문제는 계속 반복될 가능성이 커보여 답답하고 어머니는 솔직히 집안 분위기 망치는 모습도 싫고 얼굴 보기도 싫습니다. 하지만 위 상황을 제가 해결할 방법은 없는 것 같아 답답하네요.. 그냥 신경 끄는 수밖에 없는걸까요?
추천
1
공유",1,무조건 나가서 사셔야되요,0,MLB_전체_KW1.csv,no,text
KOREA,2022-04-10,신드바드,MLBPark,설거지,음식 제가 요즘 생각한건데 밀키트 식당 어떤가요???,"식당 한켠에 밀키트 메뉴 쫙 진열되어있고
손님은 그거 골라서 자리에 갖고 가서 해먹는거에요
테이블 마다 버너 있고
후라이팬, 냄비 사이즈 별로 있고....
밀키트 메뉴는 뭐 부대찌개, 찜닭, 제육볶음, 불고기, 낙지볶음
뭐 얼마든지 다양하게 할수 있고
반찬도 반찬가게 마냥 냉장고에 들어있어서
돈주고 사먹는 시스템
식당에서 해먹고 가니까 설거지 귀찮음 이런거 없고
괜찮지 않나요?
추천
0
공유",0,굽신굽신굽//식당 음식 사먹으면 되는데 뭔 설겆이 타령이에요 ㅋㅋㅋㅋ,0,MLB_전체_KW1.csv,no,text
KOREA,2021-11-15,ㅇㅇ (58.140),DCinside,설거지,설거지할건데 세제추천좀,보닌 미성년자임 오해 ㄴ,1,왜,0,DC_new10_kw1.csv,no,title
